Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2012Q1,0.002729262,146.7423911
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2012Q1,0.030978526,1538.489348
Industry groups,Construction,SG01RSC04B01EE1,2012Q1,0.050716377,2602.491228
Industry groups,Wholesale trade,SG01RSC04B01FF1,2012Q1,0.049410155,2738.410443
Industry groups,Retail trade,SG01RSC04B01GH1,2012Q1,0.041679088,2242.843157
Industry groups,Accommodation services,SG01RSC04B01GH2,2012Q1,0.018497343,998.9353526
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2012Q1,0.043781757,2204.843815
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2012Q1,0.028773924,1616.585101
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2012Q1,0.049874838,2899.035278
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2012Q1,0.069272174,3584.92161
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2012Q1,0.067333703,3337.048313
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2012Q1,0.074494978,3804.983733
Industry groups,Administrative and support services,SG01RSC04B01MN2,2012Q1,0.019583819,1069.254907
Industry groups,Local Government administration,SG01RSC04B01OO1,2012Q1,0.005054665,262.5856715
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2012Q1,0.037388537,1988.327833
Industry groups,Education and training,SG01RSC04B01PP1,2012Q1,0.046872083,2314.685601
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2012Q1,0.059453167,3071.080743
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2012Q1,0.013700712,703.8573288
Industry groups,Other services,SG01RSC04B01RS2,2012Q1,0.018365355,934.5131446
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q1,0.083674478,3669.505907
Industry groups,Agriculture,SG01RSC04B01AA1,2012Q2,0.041981111,2361.466197
Industry groups,Forestry and logging,SG01RSC04B01AA2,2012Q2,0.005608348,340.6967044
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2012Q2,0.007584305,400.2477452
Industry groups,Mining,SG01RSC04B01BB1,2012Q2,0.017199941,837.8950263
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2012Q2,0.037741368,1735.317848
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2012Q2,0.002974588,155.1357801
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2012Q2,0.008059553,489.5904548
Industry groups,Printing,SG01RSC04B01CC4,2012Q2,0.003216796,162.6518488
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2012Q2,0.019613524,874.4635194
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2012Q2,0.004167287,222.0113757
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2012Q2,0.010596449,614.6940023
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2012Q2,0.016954587,953.1836966
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2012Q2,0.002755332,148.6886287
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2012Q2,0.032890878,1547.464049
Industry groups,Construction,SG01RSC04B01EE1,2012Q2,0.053063622,2589.650675
Industry groups,Wholesale trade,SG01RSC04B01FF1,2012Q2,0.048414553,2755.894853
Industry groups,Retail trade,SG01RSC04B01GH1,2012Q2,0.043632316,2261.956623
Industry groups,Accommodation services,SG01RSC04B01GH2,2012Q2,0.01896914,993.544097
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2012Q2,0.044994168,2229.485924
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2012Q2,0.028482995,1635.846543
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2012Q2,0.050215371,2909.844895
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2012Q2,0.069584277,3594.09149
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2012Q2,0.070165007,3363.570256
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2012Q2,0.076121151,3875.666272
Industry groups,Administrative and support services,SG01RSC04B01MN2,2012Q2,0.019150973,1067.128397
Industry groups,Local Government administration,SG01RSC04B01OO1,2012Q2,0.004977353,263.6181964
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2012Q2,0.037080256,1939.628082
Industry groups,Education and training,SG01RSC04B01PP1,2012Q2,0.046689725,2318.970777
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2012Q2,0.060384793,3118.215544
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2012Q2,0.014066466,691.5356636
Industry groups,Other services,SG01RSC04B01RS2,2012Q2,0.018090968,915.5082366
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q2,0.0845728,3736.912868
Industry groups,Agriculture,SG01RSC04B01AA1,2012Q3,0.041981111,2304.873973
Industry groups,Forestry and logging,SG01RSC04B01AA2,2012Q3,0.005608348,321.9884285
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2012Q3,0.007584305,403.1655996
Industry groups,Mining,SG01RSC04B01BB1,2012Q3,0.017199941,802.8118359
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2012Q3,0.037741368,1760.09995
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2012Q3,0.002974588,160.2623599
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2012Q3,0.008059553,470.5860424
Industry groups,Printing,SG01RSC04B01CC4,2012Q3,0.003216796,163.505365
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2012Q3,0.019613524,884.7416277
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2012Q3,0.004167287,219.6242014
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2012Q3,0.010596449,569.7423959
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2012Q3,0.016954587,939.7831282
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2012Q3,0.002755332,144.1572973
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2012Q3,0.032890878,1588.600864
Industry groups,Construction,SG01RSC04B01EE1,2012Q3,0.053063622,2698.162629
Industry groups,Wholesale trade,SG01RSC04B01FF1,2012Q3,0.048414553,2742.577677
Industry groups,Retail trade,SG01RSC04B01GH1,2012Q3,0.043632316,2267.287437
Industry groups,Accommodation services,SG01RSC04B01GH2,2012Q3,0.01896914,992.6220008
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2012Q3,0.044994168,2203.194338
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2012Q3,0.028482995,1689.346192
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2012Q3,0.050215371,2931.963864
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2012Q3,0.069584277,3624.09045
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2012Q3,0.070165007,3392.87679
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2012Q3,0.076121151,3910.023404
Industry groups,Administrative and support services,SG01RSC04B01MN2,2012Q3,0.019150973,1004.314853
Industry groups,Local Government administration,SG01RSC04B01OO1,2012Q3,0.004977353,263.1086484
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2012Q3,0.037080256,1955.32272
Industry groups,Education and training,SG01RSC04B01PP1,2012Q3,0.046689725,2320.11412
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2012Q3,0.060384793,3103.462321
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2012Q3,0.014066466,694.7796919
Industry groups,Other services,SG01RSC04B01RS2,2012Q3,0.018090968,918.3322522
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q3,0.0845728,3720.209917
Industry groups,Agriculture,SG01RSC04B01AA1,2012Q4,0.041981111,2301.370494
Industry groups,Forestry and logging,SG01RSC04B01AA2,2012Q4,0.005608348,351.6461276
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2012Q4,0.007584305,393.5671871
Industry groups,Mining,SG01RSC04B01BB1,2012Q4,0.017199941,781.5855529
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2012Q4,0.037741368,1847.974777
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2012Q4,0.002974588,171.5844961
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2012Q4,0.008059553,479.9889683
Industry groups,Printing,SG01RSC04B01CC4,2012Q4,0.003216796,152.1684397
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2012Q4,0.019613524,878.2181537
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2012Q4,0.004167287,232.8510996
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2012Q4,0.010596449,595.204924
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2012Q4,0.016954587,910.5982977
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2012Q4,0.002755332,142.2455962
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2012Q4,0.032890878,1604.863683
Industry groups,Construction,SG01RSC04B01EE1,2012Q4,0.053063622,2782.440212
Industry groups,Wholesale trade,SG01RSC04B01FF1,2012Q4,0.048414553,2760.697039
Industry groups,Retail trade,SG01RSC04B01GH1,2012Q4,0.043632316,2302.5442
Industry groups,Accommodation services,SG01RSC04B01GH2,2012Q4,0.01896914,1006.849202
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2012Q4,0.044994168,2219.125829
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2012Q4,0.028482995,1720.407806
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2012Q4,0.050215371,2962.933739
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2012Q4,0.069584277,3651.495853
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2012Q4,0.070165007,3424.97414
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2012Q4,0.076121151,4001.455741
Industry groups,Administrative and support services,SG01RSC04B01MN2,2012Q4,0.019150973,1005.449061
Industry groups,Local Government administration,SG01RSC04B01OO1,2012Q4,0.004977353,267.5854678
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2012Q4,0.037080256,1980.063399
Industry groups,Education and training,SG01RSC04B01PP1,2012Q4,0.046689725,2318.116429
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2012Q4,0.060384793,3123.634446
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2012Q4,0.014066466,740.4312704
Industry groups,Other services,SG01RSC04B01RS2,2012Q4,0.018090968,929.2906047
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q4,0.0845728,3772.395709
Industry groups,Agriculture,SG01RSC04B01AA1,2013Q1,0.041981111,2192.528873
Industry groups,Forestry and logging,SG01RSC04B01AA2,2013Q1,0.005608348,343.5015812
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2013Q1,0.007584305,403.689001
Industry groups,Mining,SG01RSC04B01BB1,2013Q1,0.017199941,825.5645946
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2013Q1,0.037741368,1809.285088
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2013Q1,0.002974588,167.4443547
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2013Q1,0.008059553,479.4775704
Industry groups,Printing,SG01RSC04B01CC4,2013Q1,0.003216796,150.6892165
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2013Q1,0.019613524,890.3336917
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2013Q1,0.004167287,231.7238278
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2013Q1,0.010596449,567.3308327
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2013Q1,0.016954587,903.8482899
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2013Q1,0.002755332,150.0438023
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2013Q1,0.032890878,1579.107987
Industry groups,Construction,SG01RSC04B01EE1,2013Q1,0.053063622,2823.993448
Industry groups,Wholesale trade,SG01RSC04B01FF1,2013Q1,0.048414553,2788.72129
Industry groups,Retail trade,SG01RSC04B01GH1,2013Q1,0.043632316,2324.980128
Industry groups,Accommodation services,SG01RSC04B01GH2,2013Q1,0.01896914,1019.560076
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2013Q1,0.044994168,2196.873859
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2013Q1,0.028482995,1750.921979
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2013Q1,0.050215371,2990.930088
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2013Q1,0.069584277,3627.2782
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2013Q1,0.070165007,3460.518579
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2013Q1,0.076121151,3947.492805
Industry groups,Administrative and support services,SG01RSC04B01MN2,2013Q1,0.019150973,1045.663014
Industry groups,Local Government administration,SG01RSC04B01OO1,2013Q1,0.004977353,267.9818246
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2013Q1,0.037080256,1967.784022
Industry groups,Education and training,SG01RSC04B01PP1,2013Q1,0.046689725,2312.977669
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2013Q1,0.060384793,3118.06379
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2013Q1,0.014066466,714.1042751
Industry groups,Other services,SG01RSC04B01RS2,2013Q1,0.018090968,928.3666961
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q1,0.0845728,3804.562977
Industry groups,Agriculture,SG01RSC04B01AA1,2013Q2,0.056318598,2035.810336
Industry groups,Forestry and logging,SG01RSC04B01AA2,2013Q2,0.006182447,349.8013862
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2013Q2,0.007834849,414.6478171
Industry groups,Mining,SG01RSC04B01BB1,2013Q2,0.015372872,863.9745662
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2013Q2,0.036571106,1794.80512
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2013Q2,0.002679607,166.3645119
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2013Q2,0.007954558,482.5839985
Industry groups,Printing,SG01RSC04B01CC4,2013Q2,0.002959785,145.7800174
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2013Q2,0.017999252,904.2822224
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2013Q2,0.004568661,238.8712927
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2013Q2,0.010776253,579.0111738
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2013Q2,0.016189627,916.0348288
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2013Q2,0.002658506,148.5240981
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2013Q2,0.031888395,1553.127991
Industry groups,Construction,SG01RSC04B01EE1,2013Q2,0.05325947,2839.604845
Industry groups,Wholesale trade,SG01RSC04B01FF1,2013Q2,0.049793722,2773.7522
Industry groups,Retail trade,SG01RSC04B01GH1,2013Q2,0.042901063,2362.513027
Industry groups,Accommodation services,SG01RSC04B01GH2,2013Q2,0.018771756,1041.206993
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2013Q2,0.044467137,2213.277878
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2013Q2,0.027724681,1794.866936
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2013Q2,0.052688309,3036.530429
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2013Q2,0.069274693,3692.30628
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2013Q2,0.069361213,3493.954549
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2013Q2,0.076303145,4146.717367
Industry groups,Administrative and support services,SG01RSC04B01MN2,2013Q2,0.01839754,1071.525629
Industry groups,Local Government administration,SG01RSC04B01OO1,2013Q2,0.004693398,271.358311
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2013Q2,0.035680927,2034.337182
Industry groups,Education and training,SG01RSC04B01PP1,2013Q2,0.045118788,2304.658476
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2013Q2,0.057878304,3133.548522
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2013Q2,0.013278034,678.902817
Industry groups,Other services,SG01RSC04B01RS2,2013Q2,0.017980115,939.2752347
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q2,0.082473189,3838.984592
Industry groups,Agriculture,SG01RSC04B01AA1,2013Q3,0.056318598,2261.345607
Industry groups,Forestry and logging,SG01RSC04B01AA2,2013Q3,0.006182447,370.0602939
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2013Q3,0.007834849,437.2255187
Industry groups,Mining,SG01RSC04B01BB1,2013Q3,0.015372872,764.7209402
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2013Q3,0.036571106,1780.514543
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2013Q3,0.002679607,167.2537163
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2013Q3,0.007954558,494.0029582
Industry groups,Printing,SG01RSC04B01CC4,2013Q3,0.002959785,151.7224367
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2013Q3,0.017999252,912.5295114
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2013Q3,0.004568661,247.6074187
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2013Q3,0.010776253,596.1969619
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2013Q3,0.016189627,896.3987421
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2013Q3,0.002658506,150.9963889
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2013Q3,0.031888395,1546.474428
Industry groups,Construction,SG01RSC04B01EE1,2013Q3,0.05325947,2803.977012
Industry groups,Wholesale trade,SG01RSC04B01FF1,2013Q3,0.049793722,2799.984917
Industry groups,Retail trade,SG01RSC04B01GH1,2013Q3,0.042901063,2383.823582
Industry groups,Accommodation services,SG01RSC04B01GH2,2013Q3,0.018771756,1042.672606
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2013Q3,0.044467137,2230.168747
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2013Q3,0.027724681,1853.674912
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2013Q3,0.052688309,3050.23007
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2013Q3,0.069274693,3727.869022
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2013Q3,0.069361213,3536.07707
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2013Q3,0.076303145,4173.830035
Industry groups,Administrative and support services,SG01RSC04B01MN2,2013Q3,0.01839754,1013.32819
Industry groups,Local Government administration,SG01RSC04B01OO1,2013Q3,0.004693398,272.8096619
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2013Q3,0.035680927,2019.225985
Industry groups,Education and training,SG01RSC04B01PP1,2013Q3,0.045118788,2299.584384
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2013Q3,0.057878304,3172.038929
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2013Q3,0.013278034,708.3349142
Industry groups,Other services,SG01RSC04B01RS2,2013Q3,0.017980115,942.4971705
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q3,0.082473189,3865.564449
Industry groups,Agriculture,SG01RSC04B01AA1,2013Q4,0.056318598,2195.09897
Industry groups,Forestry and logging,SG01RSC04B01AA2,2013Q4,0.006182447,360.645227
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2013Q4,0.007834849,455.6098908
Industry groups,Mining,SG01RSC04B01BB1,2013Q4,0.015372872,793.5097504
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2013Q4,0.036571106,1763.664346
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2013Q4,0.002679607,166.3350829
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2013Q4,0.007954558,486.4549735
Industry groups,Printing,SG01RSC04B01CC4,2013Q4,0.002959785,160.2448986
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2013Q4,0.017999252,892.9982306
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2013Q4,0.004568661,259.6303124
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2013Q4,0.010776253,597.8764611
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2013Q4,0.016189627,939.1953606
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2013Q4,0.002658506,152.9815939
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2013Q4,0.031888395,1589.615154
Industry groups,Construction,SG01RSC04B01EE1,2013Q4,0.05325947,2829.828649
Industry groups,Wholesale trade,SG01RSC04B01FF1,2013Q4,0.049793722,2854.954952
Industry groups,Retail trade,SG01RSC04B01GH1,2013Q4,0.042901063,2401.153396
Industry groups,Accommodation services,SG01RSC04B01GH2,2013Q4,0.018771756,1033.794894
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2013Q4,0.044467137,2272.77766
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2013Q4,0.027724681,1863.297637
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2013Q4,0.052688309,3060.872133
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2013Q4,0.069274693,3693.943849
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2013Q4,0.069361213,3577.095319
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2013Q4,0.076303145,4199.033316
Industry groups,Administrative and support services,SG01RSC04B01MN2,2013Q4,0.01839754,1017.861823
Industry groups,Local Government administration,SG01RSC04B01OO1,2013Q4,0.004693398,276.6736322
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2013Q4,0.035680927,2017.489738
Industry groups,Education and training,SG01RSC04B01PP1,2013Q4,0.045118788,2297.756306
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2013Q4,0.057878304,3197.719171
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2013Q4,0.013278034,684.6354739
Industry groups,Other services,SG01RSC04B01RS2,2013Q4,0.017980115,947.5247688
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q4,0.082473189,3888.581107
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q1,0.056318598,2245.379645
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q1,0.006182447,359.1618489
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q1,0.007834849,462.181224
Industry groups,Mining,SG01RSC04B01BB1,2014Q1,0.015372872,906.0051398
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q1,0.036571106,1790.474495
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q1,0.002679607,163.0260998
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q1,0.007954558,476.4142083
Industry groups,Printing,SG01RSC04B01CC4,2014Q1,0.002959785,161.2614096
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q1,0.017999252,916.6718775
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q1,0.004568661,271.8119184
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q1,0.010776253,618.006378
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q1,0.016189627,926.1376468
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q1,0.002658506,155.6767988
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q1,0.031888395,1588.977006
Industry groups,Construction,SG01RSC04B01EE1,2014Q1,0.05325947,2987.71597
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q1,0.049793722,2850.662726
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q1,0.042901063,2415.601579
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q1,0.018771756,1051.102798
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q1,0.044467137,2314.142132
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q1,0.027724681,1909.234257
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q1,0.052688309,3056.628745
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q1,0.069274693,3674.867924
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q1,0.069361213,3618.921256
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q1,0.076303145,4244.61469
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q1,0.01839754,1020.239909
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q1,0.004693398,275.950958
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q1,0.035680927,2026.366713
Industry groups,Education and training,SG01RSC04B01PP1,2014Q1,0.045118788,2299.174159
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q1,0.057878304,3200.178714
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q1,0.013278034,700.1037936
Industry groups,Other services,SG01RSC04B01RS2,2014Q1,0.017980115,976.9507232
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q1,0.082473189,3925.648954
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q2,0.033952203,2226.460299
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q2,0.00533299,359.5123562
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q2,0.008482549,460.2053948
Industry groups,Mining,SG01RSC04B01BB1,2014Q2,0.014767584,870.7321162
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q2,0.043292533,1814.264624
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q2,0.002709344,170.2910411
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q2,0.007573383,477.4822862
Industry groups,Printing,SG01RSC04B01CC4,2014Q2,0.00285678,164.5579006
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q2,0.019264073,906.7907477
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q2,0.004510721,264.5802484
